_id,id,parcel_id,inactive,name,rentable,type,primary_user,address_number,street,zip,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
177,1826821013,114-K-94,f,Marmaduke Concession Stand,f,Concession,Department of Public Works,3915.0,OSWALD ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Marmaduke_Concession_Stand.jpg,Brighton Heights,1,27.0,42003270100,1.0,27.0,1.0,1-14,40.48478095,-80.04307848
178,380488687,114-K-94,f,Marmaduke Deck Hockey Benches,f,Dugout,Department of Public Works,,,,https://tools.wprdc.org/images/pittsburgh/facilities/Marmaduke_Deck_Hockey_Benches.jpg,Brighton Heights,1,27.0,42003270100,1.0,27.0,1.0,1-14,40.48438681,-80.0431114
179,1388476502,27-A-183,f,Martin Luther King Cultural Center,f,Community,Department of Public Works,636.0,HERRON AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Martin_Luther_King_Cultural_Center.jpg,Upper Hill,6,5.0,42003050600,3.0,5.0,2.0,2-22,40.45209494,-79.96387834
181,1424834550,184-G-250,f,McBride Picnic Shelter 1,f,Shelter,Department of Public Works,,MCBRIDE AVE,15207.0,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Picnic_Shelter_1.jpg,Lincoln Place,5,31.0,42003310200,3.0,31.0,4.0,4-20,40.37051443,-79.90547421
182,1987524533,184-G-250,f,McBride Picnic Shelter 2,f,Shelter,Department of Public Works,,MCBRIDE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Picnic_Shelter_2.jpg,Lincoln Place,5,31.0,42003310200,3.0,31.0,4.0,4-20,40.37023336,-79.90703895
185,1417196909,42-A-10,f,McGonigle Concession Stand,f,Concession,CitiParks,,NATHAN WAY,15205.0,https://tools.wprdc.org/images/pittsburgh/facilities/McGonigle_Concession_Stand.jpg,Sheraden,2,20.0,42003562500,5.0,20.0,6.0,1-16,40.45967499,-80.06579938
186,1250016985,34-D-20,f,McKinley Park Concession Stand,f,Concession,CitiParks,,BAUSMAN ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/McKinley_Park_Concession_Stand.jpg,Beltzhoover,4,18.0,42003562400,5.0,18.0,3.0,4-7,40.41338431,-79.99755122
188,1976162345,34-D-20,f,McKinley Park Picnic Shelter,t,Shelter,Department of Public Works,,BAUSMAN ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/McKinley_Park_Picnic_Shelter.jpg,Beltzhoover,4,18.0,42003562400,5.0,18.0,3.0,4-7,40.41222136,-80.00059429
203,1058907971,85-D-50-0-1,f,Mellon Park Garden Society Center,f,Activity,CitiParks,1049.0,SHADY AVE,15232.0,https://tools.wprdc.org/images/pittsburgh/facilities/Mellon_Park_Garden_Society_Center.jpg,Point Breeze,8,14.0,42003140400,3.0,14.0,4.0,2-17,40.45161749,-79.91872683
204,2084729055,125-N-200,f,Mellon Park Picnic Shelter,t,Shelter,Department of Public Works,,FIFTH AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Mellon_Park_Picnic_Shelter.jpg,Shadyside,8,7.0,42003070800,2.0,7.0,4.0,3-13,40.45414461,-79.91510963
206,147112584,125-N-200,f,Mellon Park Small Shelter,f,Shelter,Department of Public Works,,FIFTH AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Mellon_Park_Small_Shelter.jpg,Shadyside,8,7.0,42003070800,2.0,7.0,4.0,3-13,40.45417081,-79.91634893
207,632462653,125-N-200,f,Mellon Park Tennis Bubble,f,Activity,CitiParks,6549.0,FIFTH AVE,15232.0,https://tools.wprdc.org/images/pittsburgh/facilities/Mellon_Park_Tennis_Bubble.jpg,Shadyside,8,7.0,42003070800,2.0,7.0,4.0,3-13,40.45373718,-79.91710208
211,1764471208,34-N-86,f,Moore Park Gazebo,f,Shelter,Department of Public Works,,PIONEER AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Moore_Park_Gazebo.jpg,Brookline,4,19.0,42003191700,5.0,19.0,6.0,4-26,40.405267,-80.01353487
212,181434669,34-N-86,f,Moore Pool and Recreation Building,f,Pool/Rec,CitiParks,1801.0,PIONEER AVE,15226.0,https://tools.wprdc.org/images/pittsburgh/facilities/Moore_Pool_and_Recreation_Building.jpg,Brookline,4,19.0,42003191700,5.0,19.0,6.0,4-26,40.40551162,-80.01396647
213,1828904178,121-L-128,f,Morningside Fieldhouse,f,Concession,CitiParks,100.0,ANTIETAM ST,15206.0,https://tools.wprdc.org/images/pittsburgh/facilities/Morningside_Fieldhouse.jpg,Morningside,7,10.0,42003101400,2.0,10.0,5.0,3-7,40.4845828,-79.92573361
215,911220262,1-N-219,f,Mount Washington Gazebo,f,Shelter,Department of Public Works,,MERRIMAC ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Mount_Washington_Gazebo.jpg,Mount Washington,2,19.0,42003190300,5.0,19.0,3.0,4-1,40.43509118,-80.0132747
217,1883573076,005-S-097,f,Mount Washington Shelter House,f,Shelter,CitiParks,529.0,NORTON ST,15211.0,https://tools.wprdc.org/images/pittsburgh/facilities/Mount_Washington_Shelter_House.jpg,Mount Washington,2,19.0,42003191400,5.0,19.0,3.0,4-27,40.42465389,-80.01341478
219,1730090585,39-N-36,f,Oakwood Concession Stand,f,Concession,Department of Public Works,,NOBLESTOWN RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Oakwood_Concession_Stand.jpg,Oakwood,2,28.0,42003562800,5.0,28.0,6.0,1-19,40.42532346,-80.06561208
221,1741704843,68-M-42,f,Oakwood Shelter,f,Shelter,Department of Public Works,1684.0,DURBIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Oakwood_Shelter.jpg,Oakwood,2,28.0,42003562800,5.0,28.0,6.0,1-19,40.42592672,-80.06698115
224,538822860,5-D-95,f,Olympia Park Recreation Center,f,Activity,CitiParks,447.0,HALLOCK ST,15211.0,https://tools.wprdc.org/images/pittsburgh/facilities/Olympia_Park_Recreation_Center.jpg,Mount Washington,2,19.0,42003190300,5.0,19.0,3.0,4-1,40.43126775,-80.01832363
225,2125838358,5-D-95,f,Olympia Park Shelter,f,Shelter,Department of Public Works,,OLYMPIA RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Olympia_Park_Shelter.jpg,Mount Washington,2,19.0,42003190300,5.0,19.0,3.0,4-1,40.4312128,-80.01802519
226,1443094810,12-G-225,f,Ormsby Pool and Recreation Center,t,Pool/Rec,CitiParks,79.0,S 22ND ST,15203.0,https://tools.wprdc.org/images/pittsburgh/facilities/Ormsby_Pool_and_Recreation_Center.jpg,South Side Flats,3,16.0,42003160900,3.0,16.0,3.0,4-24,40.42908967,-79.97429674
228,891891149,95-N-390,f,Overbrook Community Center,f,Community,CitiParks,2406.0,SAW MILL RUN BLVD,15234.0,https://tools.wprdc.org/images/pittsburgh/facilities/Overbrook_Community_Center.jpg,Overbrook,4,32.0,42003320700,5.0,32.0,3.0,4-25,40.38483705,-79.995351
230,1497955946,26-C-194,f,Paul Sciullo Field Concession Stand,f,Concession,Department of Public Works,408.0,ELLA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Paul_Sciullo_Field_Concession_Stand.jpg,Lower Lawrenceville,7,9.0,42003060300,2.0,9.0,2.0,3-6,40.4625528,-79.95530379
231,603472294,26-C-194,f,Paul Sciullo Field First Base Dugout,f,Dugout,Department of Public Works,408.0,ELLA ST,15224.0,https://tools.wprdc.org/images/pittsburgh/facilities/Paul_Sciullo_Field_First_Base_Dugout.jpg,Lower Lawrenceville,7,9.0,42003060300,2.0,9.0,2.0,3-1,40.46248475,-79.9551764
233,270269111,26-C-194,f,Paul Sciullo Field Third Base Dugout,f,Dugout,Department of Public Works,408.0,ELLA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Paul_Sciullo_Field_Third_Base_Dugout.jpg,Lower Lawrenceville,7,9.0,42003060300,2.0,9.0,2.0,3-6,40.46265774,-79.95502369
237,477492276,124-H-116,f,Paulson Recreation Center,t,Rec Center,CitiParks,1201.0,PAULSON AVE,15206.0,https://tools.wprdc.org/images/pittsburgh/facilities/Paulson_Recreation_Center.jpg,Lincoln-Lemington-Belmar,9,12.0,42003120300,2.0,12.0,5.0,3-15,40.46823377,-79.90352129
238,1812615414,95-F-265,f,Phillips Gym and Recreation Center,t,Pool/Rec,CitiParks,201.0,PARKFIELD ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/Phillips_Gym_and_Recreation_Center.jpg,Carrick,4,29.0,42003290400,3.0,29.0,3.0,4-23,40.39156272,-79.99097801
287,1576295173,13-E-160,f,Quarry Street Picnic Shelter,f,Shelter,Department of Public Works,,ST PATRICK ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/Quarry_Street_Picnic_Shelter.jpg,South Side Slopes,3,17.0,42003170600,3.0,17.0,3.0,4-22,40.42029158,-79.98120804
291,1410901065,76-D-1-0-2,f,Riverview Park Activities Building,t,Shelter,Department of Public Works,260.0,RIVERVIEW DR,15214.0,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Activities_Building.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.48074637,-80.0176312
292,871950476,76-D-1-0-2,f,Riverview Park Bus Shelter at Delaware St,f,Shelter,Department of Public Works,,PERRYSVILLE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Bus_Shelter_at_Delaware_St.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.47991085,-80.01217222
293,1876518796,76-D-1-0-2,f,Riverview Park Centennial Shelter,f,Shelter,Department of Public Works,,RIVERVIEW AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Centennial_Shelter.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.48032408,-80.01953055
294,1059695611,76-D-1-0-2,f,Riverview Park Chapel,t,Shelter,Department of Public Works,,RIVERVIEW DR,15214.0,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Chapel.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.47860674,-80.01978244
295,1705831529,76-D-1-0-2,f,Riverview Park Locust Shelter,t,Shelter,Department of Public Works,,RIVERVIEW AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Locust_Shelter.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.48526111,-80.02218988
296,914311806,,f,Riverview Park Perrysville Ave Bus Shelter,f,Shelter,Department of Public Works,,PERRYSVILLE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Perrysville_Ave_Bus_Shelter.jpg,Perry North,1,26.0,42003260700,1.0,26.0,1.0,1-15,40.48393754,-80.01343293
298,1842530592,76-D-1-0-2,f,Riverview Park Valley Refuge Picnic Shelter,t,Shelter,Department of Public Works,,RIVERVIEW DR,15214.0,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Park_Valley_Refuge_Picnic_Shelter.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.47934885,-80.01540822
301,1239123491,76-D-1-0-2,f,Riverview Playground Shelter,f,Shelter,Department of Public Works,,RIVERVIEW AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Playground_Shelter.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.4813344,-80.01784555
303,777435376,76-D-1-0-2,f,Riverview Watson Cabin,f,Cabin,CitiParks,,,,https://tools.wprdc.org/images/pittsburgh/facilities/Riverview_Watson_Cabin.jpg,Perry North,1,26.0,42003980400,1.0,26.0,1.0,1-15,40.48490126,-80.02346606
304,1799791498,26-P-250,f,Robert E Williams Recreation Center,f,Rec Center,CitiParks,3438.0,MILWAUKEE ST,15219.0,https://tools.wprdc.org/images/pittsburgh/facilities/Robert_E_Williams_Recreation_Center.jpg,Upper Hill,6,5.0,42003050600,3.0,5.0,2.0,2-22,40.45479295,-79.95988514
305,1004829475,96-G-1,f,Sam Bryen Field 1 First Base Dugout,f,Dugout,Department of Public Works,1400.0,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Sam_Bryen_Field_1_First_Base_Dugout.jpg,Brookline,4,32.0,42003320600,5.0,32.0,6.0,4-25,40.38958644,-80.00695567
306,1499156350,96-G-1,f,Sam Bryen Field 1 Third Base Dugout,f,Dugout,Department of Public Works,1400.0,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Sam_Bryen_Field_1_Third_Base_Dugout.jpg,Brookline,4,32.0,42003320600,5.0,32.0,6.0,4-25,40.38963295,-80.00713541
307,955932476,96-G-1,f,Sam Bryen Field 2 First Base Dugout,f,Dugout,Department of Public Works,1400.0,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Sam_Bryen_Field_2_First_Base_Dugout.jpg,Brookline,4,32.0,42003320600,5.0,32.0,6.0,4-25,40.38932349,-80.00690098
308,990042404,96-G-1,f,Sam Bryen Field 2 Third Base Dugout,f,Dugout,Department of Public Works,1400.0,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Sam_Bryen_Field_2_Third_Base_Dugout.jpg,Brookline,4,32.0,42003320600,5.0,32.0,6.0,4-25,40.38947673,-80.00690017
309,198245921,27-S-150-0-1,f,Schenley Camp David Lawrence Cabin,f,Cabin,Department of Public Works,10301.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Camp_David_Lawrence_Cabin.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43291025,-79.94574356
310,1374698838,27-S-150-0-1,f,Schenley Neal House Log Cabin,f,Cabin,CitiParks,,E CIRCUIT RD,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Neal_House_Log_Cabin.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43586245,-79.93561658
311,1156269189,27-S-150-0-1,f,Schenley Park Anderson Shelter,t,Shelter,Department of Public Works,,BLVD OF THE ALLIES,,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Anderson_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43548325,-79.947907
312,787656445,27-S-150-0-1,f,Schenley Park Bartlett Shelter,t,Shelter,Department of Public Works,,BARTLETT RD,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Bartlett_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43348374,-79.93593724
313,1818403143,27-S-150-0-1,f,Schenley Park Camp David Lawrence Shelter,t,Shelter,Department of Public Works,,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Camp_David_Lawrence_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43295165,-79.94544041
314,905005541,27-S-150-0-1,f,Schenley Park Golf Course Clubhouse,f,Activity,CitiParks,5370.0,SCHENLEY DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Golf_Course_Clubhouse.jpg,Squirrel Hill North,5,14.0,42003140100,3.0,14.0,4.0,2-8,40.43836986,-79.9345879
317,1711622444,27-S-150-0-1,f,Schenley Park Oval Shelter,t,Shelter,Department of Public Works,10755.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Oval_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43123678,-79.94440729
318,967617988,27-S-150-0-1,f,Schenley Park Oval Tennis Court Shelter,f,Shelter,Department of Public Works,10785.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Oval_Tennis_Court_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43251807,-79.94193807
319,2091602311,27-S-150-0-1,f,Schenley Park Overlook Shelter,t,Shelter,Department of Public Works,10430.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Overlook_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43217758,-79.94753248
321,810929186,27-S-150-0-1,f,Schenley Park Prospect Shelter,t,Shelter,Department of Public Works,,PROSPECT DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Prospect_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-21,40.43116527,-79.93521967
322,1443697403,27-S-150-0-1,f,Schenley Park Skating Rink Building,f,Activity,CitiParks,10341.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Skating_Rink_Building.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43146195,-79.94474913
323,978236010,27-S-150-0-1,f,Schenley Park Westinghouse Shelter,t,Shelter,Department of Public Works,,W CIRCUIT DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Park_Westinghouse_Shelter.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43821049,-79.94434045
325,1456567556,27-S-150-0-1,f,Schenley Vietnam Veterans Pavillion,t,Shelter,Department of Public Works,10127.0,OVERLOOK DR,15217.0,https://tools.wprdc.org/images/pittsburgh/facilities/Schenley_Vietnam_Veterans_Pavillion.jpg,Squirrel Hill South,5,14.0,42003980500,3.0,14.0,4.0,2-8,40.43386783,-79.94409727
328,586479208,42-F-10,f,Sheraden Park Shelter,t,Shelter,Department of Public Works,,SURBAN AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Sheraden_Park_Shelter.jpg,Sheraden,2,20.0,42003562500,5.0,20.0,6.0,1-16,40.45847082,-80.05988596
331,89929554,13-E-255,f,Southside Concession Stand,f,Concession,CitiParks,,ARLINGTON AVE,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/Southside_Concession_Stand.jpg,South Side Slopes,3,16.0,42003170600,3.0,16.0,3.0,4-22,40.41845832,-79.97916836
333,863446073,13-E-280,f,Southside Park First Base Dugout,f,Dugout,Department of Public Works,,JULIA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Southside_Park_First_Base_Dugout.jpg,South Side Slopes,3,16.0,42003160800,3.0,16.0,3.0,4-22,40.41860126,-79.97843881
335,2146578744,13-E-280,f,Southside Park Third Base Dugout,f,Dugout,Department of Public Works,,JULIA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Southside_Park_Third_Base_Dugout.jpg,South Side Slopes,3,16.0,42003160800,3.0,16.0,3.0,4-22,40.41849473,-79.97861198
336,939400428,47-K-188,f,Spring Hill Community Center,f,Activity,CitiParks,1818.0,HOMER ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Spring_Hill_Community_Center.jpg,Spring Hill-City View,1,24.0,42003262000,1.0,24.0,1.0,1-24,40.46544262,-79.99119223
337,2054020017,47-B-180,f,Spring Hill Concession Stand,f,Concession,CitiParks,,ROMANHOFF ST,15212.0,https://tools.wprdc.org/images/pittsburgh/facilities/Spring_Hill_Concession_Stand.jpg,Spring Hill-City View,1,26.0,42003262000,1.0,26.0,1.0,1-11,40.47008289,-79.99291108
338,1465062258,47-B-180,f,Spring Hill First Base Dugout,f,Dugout,Department of Public Works,,,,https://tools.wprdc.org/images/pittsburgh/facilities/Spring_Hill_First_Base_Dugout.jpg,Spring Hill-City View,1,26.0,42003262000,1.0,26.0,1.0,1-11,40.46993162,-79.99270089
340,1554138555,47-B-180,f,Spring Hill Third Base Dugout,f,Dugout,Department of Public Works,,,,https://tools.wprdc.org/images/pittsburgh/facilities/Spring_Hill_Third_Base_Dugout.jpg,Spring Hill-City View,1,26.0,42003262000,1.0,26.0,1.0,1-11,40.47000691,-79.99283742
344,2037453966,26-A-66,f,Sullivan Concession Stand,f,Concession,CitiParks,,CABINET WAY,15201.0,https://tools.wprdc.org/images/pittsburgh/facilities/Sullivan_Concession_Stand.jpg,Lower Lawrenceville,7,6.0,42003060300,2.0,6.0,2.0,3-6,40.46216114,-79.9631362
347,571888198,16-S-40,f,Vanucci Field 1 Dugout Building,f,Dugout,CitiParks,,ORANGEWOOD AVE,15216.0,https://tools.wprdc.org/images/pittsburgh/facilities/Vanucci_Field_1_Dugout_Building.jpg,Beechview,4,19.0,42003191600,5.0,19.0,6.0,4-28,40.41465381,-80.01847697
348,2103063984,16-S-40,f,Vanucci Field 1 First Base Dugout,f,Dugout,Department of Public Works,,ORANGEWOOD AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Vanucci_Field_1_First_Base_Dugout.jpg,Beechview,4,19.0,42003191600,5.0,19.0,6.0,4-28,40.41459179,-80.01827683
351,1283048329,60-K-120,f,Volunteer Field 1 First Base Dugout,f,Dugout,CitiParks,,RIOTA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteer_Field_1_First_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39768114,-79.99323048
352,1275425196,60-K-120,f,Volunteer Field 1 Third Base Dugout,f,Dugout,Department of Public Works,,RIOTA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteer_Field_1_Third_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39755009,-79.99300946
353,1819018956,60-P-302,f,Volunteer Field 2 Concession Stand,f,Concession,Department of Public Works,,NEWETT ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteer_Field_2_Concession_Stand.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.3964942,-79.99240967
354,1182470644,60-P-302,f,Volunteer Field 2 Field Building,f,Dugout,CitiParks,,NEWETT ST,15210.0,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteer_Field_2_Field_Building.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39621808,-79.99279593
356,262467628,60-P-302,f,Volunteers Field 2 Dugout Building,f,Dugout,Department of Public Works,,RIOTA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteers_Field_2_Dugout_Building.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.3964329,-79.99229238
357,64951146,60-P-302,f,Volunteers Field 2 First Base Dugout,f,Dugout,Department of Public Works,,STRATA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteers_Field_2_First_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39648641,-79.99257548
358,537148398,60-P-302,f,Volunteers Field 2 Third Base Dugout,f,Dugout,Department of Public Works,,STRATA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteers_Field_2_Third_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39646823,-79.99234158
359,1085359927,60-K-246,f,Volunteers Field 3 First Base Dugout,f,Dugout,Department of Public Works,,RIOTA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteers_Field_3_First_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39799743,-79.99294242
360,1157001727,60-K-246,f,Volunteers Field 3 Third Base Dugout,f,Dugout,Department of Public Works,,RIOTA WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Volunteers_Field_3_Third_Base_Dugout.jpg,Carrick,4,29.0,42003290100,3.0,29.0,3.0,4-23,40.39838353,-79.99279459
361,1778261359,15-D-336,f,Warrington Recreation Center,t,Pool/Rec,CitiParks,329.0,E WARRINGTON AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Warrington_Recreation_Center.jpg,Beltzhoover,3,18.0,42003562400,5.0,18.0,3.0,4-5,40.42126474,-80.00095723
362,745922289,20-M-48,f,Elmer Clark Pavilion,t,Activity,CitiParks,920.0,RUE GRANDE VUE ST,15220.0,https://tools.wprdc.org/images/pittsburgh/facilities/Elmer_Clark_Pavilion.jpg,Elliott,2,20.0,42003562600,5.0,20.0,6.0,1-17,40.44563418,-80.03375569
363,858709010,19-L-160,f,West End Park Gazebo,f,Shelter,Department of Public Works,,WEST END PARK DR,,https://tools.wprdc.org/images/pittsburgh/facilities/West_End_Park_Gazebo.jpg,Elliott,2,20.0,42003562600,5.0,20.0,6.0,1-17,40.43735141,-80.03800298
365,1316188149,19-L-160,f,West End Shelter,t,Shelter,Department of Public Works,1000.0,WALBRIDGE ST,15220.0,https://tools.wprdc.org/images/pittsburgh/facilities/West_End_Shelter.jpg,Elliott,2,20.0,42003562600,5.0,20.0,6.0,1-17,40.43693452,-80.03839767
370,410766333,25-R-106-0-1,f,West Penn Recreation Center,t,Pool/Rec,CitiParks,450.0,30TH ST,15219.0,https://tools.wprdc.org/images/pittsburgh/facilities/West_Penn_Recreation_Center.jpg,Polish Hill,7,6.0,42003060500,6.0,6.0,2.0,2-6,40.45565165,-79.96954385
371,2100504804,125-S-174,f,Westinghouse Park Recreation Center,f,Activity,CitiParks,320.0,N MURTLAND ST,15208.0,https://tools.wprdc.org/images/pittsburgh/facilities/Westinghouse_Park_Recreation_Center.jpg,Point Breeze North,9,14.0,42003140500,2.0,14.0,4.0,3-14,40.45253064,-79.90284051
375,1417091724,85-P-53,f,Wightman Park Gazebo,f,Shelter,Department of Public Works,,SOLWAY ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Wightman_Park_Gazebo.jpg,Squirrel Hill North,8,14.0,42003140300,3.0,14.0,4.0,2-18,40.44342286,-79.92652905
376,84816915,125-S-150,f,Willie Stargell Restrooms and Concession Stand,f,Concession,CitiParks,557.0,N LANG AVE,15208.0,https://tools.wprdc.org/images/pittsburgh/facilities/Willie_Stargell_Restrooms_and_Concession_Stand.jpg,Homewood South,9,13.0,42003130300,2.0,13.0,5.0,3-17,40.45400798,-79.90028712
377,592989560,76-N-60,f,Young Concession Stand,f,Concession,CitiParks,,COMPLETE ST,15212.0,https://tools.wprdc.org/images/pittsburgh/facilities/Young_Concession_Stand.jpg,Marshall-Shadeland,1,27.0,42003271500,1.0,27.0,1.0,1-14,40.47308749,-80.03203655
